year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2016,Specialized Industry Skills,Retail Packaging,M,Professional scientific and technical activities,Graphic Design,0.354%
2016,Specialized Industry Skills,Retail Packaging,M,Professional scientific and technical activities,Design,0.070%
2016,Specialized Industry Skills,Retail Packaging,C,Manufacturing,Pharmaceuticals,0.013%
2016,Specialized Industry Skills,Retail Packaging,C,Manufacturing,Food Production,0.011%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Textiles,2.231%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Food Production,1.228%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Automotive,0.938%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Printing,0.860%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Machinery,0.859%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Packaging & Containers,0.847%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Plastics,0.786%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Computer Hardware,0.728%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Paper & Forest Products,0.690%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Industrial Automation,0.648%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Chemicals,0.526%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Electrical & Electronic Manufacturing,0.493%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Events Services,0.452%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Telecommunications,0.444%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Veterinary,0.415%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Design,0.413%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.365%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Marketing & Advertising,0.353%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Market Research,0.328%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Executive Office,0.322%
2016,Specialized Industry Skills,Retail Sales,R,"Arts, entertainment and recreation ",Arts & Crafts,0.312%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Pharmaceuticals,0.306%
2016,Specialized Industry Skills,Retail Sales,K,Financial and insurance activities,Insurance,0.294%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Renewables & Environment,0.286%
2016,Specialized Industry Skills,Retail Sales,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.264%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Information Services,0.259%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Computer & Network Security,0.253%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Internet,0.237%
2016,Specialized Industry Skills,Retail Sales,R,"Arts, entertainment and recreation ",Sports,0.234%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Environmental Services,0.233%
2016,Specialized Industry Skills,Retail Sales,B,Mining and quarrying,Mining & Metals,0.228%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Computer Software,0.187%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Publishing,0.186%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Information Technology & Services,0.181%
2016,Specialized Industry Skills,Retail Sales,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.173%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.172%
2016,Specialized Industry Skills,Retail Sales,K,Financial and insurance activities,Capital Markets,0.170%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Management Consulting,0.166%
2016,Specialized Industry Skills,Retail Sales,K,Financial and insurance activities,Financial Services,0.157%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Biotechnology,0.155%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Computer Networking,0.149%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Professional Training & Coaching,0.145%
2016,Specialized Industry Skills,Retail Sales,B,Mining and quarrying,Oil & Energy,0.142%
2016,Specialized Industry Skills,Retail Sales,R,"Arts, entertainment and recreation ",Entertainment,0.141%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Semiconductors,0.137%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Translation & Localization,0.136%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Photography,0.134%
2016,Specialized Industry Skills,Retail Sales,K,Financial and insurance activities,Banking,0.132%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Newspapers,0.128%
2016,Specialized Industry Skills,Retail Sales,K,Financial and insurance activities,Investment Management,0.126%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Architecture & Planning,0.120%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Online Media,0.111%
2016,Specialized Industry Skills,Retail Sales,K,Financial and insurance activities,Venture Capital & Private Equity,0.111%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Media Production,0.110%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Broadcast Media,0.086%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Legal Services,0.076%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Graphic Design,0.073%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Public Relations & Communications,0.064%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Accounting,0.059%
2016,Specialized Industry Skills,Retail Sales,M,Professional scientific and technical activities,Research,0.051%
2016,Specialized Industry Skills,Retail Sales,C,Manufacturing,Aviation & Aerospace,0.047%
2016,Specialized Industry Skills,Retail Sales,R,"Arts, entertainment and recreation ",Music,0.046%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Computer Games,0.034%
2016,Specialized Industry Skills,Retail Sales,K,Financial and insurance activities,Investment Banking,0.026%
2016,Specialized Industry Skills,Retail Sales,J,Information and communication,Writing & Editing,0.024%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Industrial Automation,1.896%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Electrical & Electronic Manufacturing,0.428%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Machinery,0.221%
2016,Disruptive Tech Skills,Robotics,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.172%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Packaging & Containers,0.076%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Automotive,0.071%
2016,Disruptive Tech Skills,Robotics,B,Mining and quarrying,Mining & Metals,0.071%
2016,Disruptive Tech Skills,Robotics,J,Information and communication,Semiconductors,0.068%
2016,Disruptive Tech Skills,Robotics,B,Mining and quarrying,Oil & Energy,0.051%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Chemicals,0.042%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Plastics,0.036%
2016,Disruptive Tech Skills,Robotics,M,Professional scientific and technical activities,Biotechnology,0.029%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Food Production,0.018%
2016,Disruptive Tech Skills,Robotics,C,Manufacturing,Pharmaceuticals,0.018%
2016,Business Skills,Sales Leads,M,Professional scientific and technical activities,Marketing & Advertising,0.194%
2016,Business Skills,Sales Leads,J,Information and communication,Computer Software,0.189%
2016,Business Skills,Sales Leads,M,Professional scientific and technical activities,Information Services,0.155%
2016,Business Skills,Sales Leads,J,Information and communication,Internet,0.125%
2016,Business Skills,Sales Leads,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.123%
2016,Business Skills,Sales Leads,M,Professional scientific and technical activities,Market Research,0.094%
2016,Business Skills,Sales Leads,J,Information and communication,Online Media,0.078%
2016,Business Skills,Sales Leads,J,Information and communication,Information Technology & Services,0.070%
2016,Business Skills,Sales Leads,J,Information and communication,Publishing,0.028%
2016,Business Skills,Sales Leads,M,Professional scientific and technical activities,Professional Training & Coaching,0.017%
2016,Business Skills,Sales Leads,M,Professional scientific and technical activities,Events Services,0.013%
2016,Business Skills,Sales Leads,J,Information and communication,Media Production,0.011%
2016,Business Skills,Sales Operations,J,Information and communication,Computer Software,1.632%
